,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,y
2236,50+,technician,divorced,professional.course,unknown,yes,no,telephone,may,wed,6,0,no
2237,40-50,technician,divorced,professional.course,no,no,no,cellular,aug,mon,2,0,no
2238,30-40,admin.,single,high.school,no,no,no,cellular,jul,wed,1,0,no
2239,40-50,admin.,married,basic.6y,no,no,yes,cellular,jul,fri,2,0,no
2240,30-40,services,single,professional.course,unknown,yes,no,cellular,may,thu,1,1,no
2241,30-40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,1,0,no
2242,30-40,management,married,high.school,no,yes,no,cellular,jul,tue,3,0,yes
2243,30-40,blue-collar,divorced,high.school,no,yes,no,cellular,may,wed,1,1,yes
2244,18-30,student,single,university.degree,no,yes,no,telephone,may,mon,1,0,no
2245,30-40,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1,0,no
2246,40-50,technician,married,university.degree,no,no,no,cellular,jul,fri,1,0,no
2247,50+,management,married,university.degree,no,yes,no,cellular,nov,tue,2,0,no
2248,18-30,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,2,0,no
2249,50+,housemaid,married,university.degree,no,no,no,cellular,jul,wed,1,0,no
2250,30-40,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,wed,5,0,no
2251,50+,technician,married,basic.6y,unknown,no,no,telephone,may,thu,16,0,no
2252,40-50,housemaid,married,professional.course,no,no,no,telephone,may,thu,1,0,no
2253,30-40,management,married,high.school,no,no,yes,cellular,nov,mon,2,0,no
2254,30-40,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,4,0,no
2255,18-30,self-employed,single,university.degree,no,no,no,telephone,may,wed,2,0,no
2256,40-50,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,1,0,no
2257,30-40,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,fri,1,0,no
2258,18-30,admin.,single,university.degree,no,no,no,telephone,jun,thu,2,0,no
2259,50+,blue-collar,married,unknown,unknown,yes,no,cellular,jul,fri,2,0,no
2260,18-30,technician,single,professional.course,unknown,yes,no,cellular,nov,thu,1,0,no
2261,30-40,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,1,0,no
2262,30-40,admin.,divorced,high.school,no,yes,no,cellular,may,fri,1,0,no
2263,18-30,services,single,university.degree,no,yes,no,cellular,mar,mon,1,1,yes
2264,50+,unemployed,married,basic.9y,no,yes,no,cellular,oct,tue,1,0,no
2265,30-40,services,married,high.school,no,no,no,cellular,aug,wed,1,0,no
2266,50+,admin.,married,professional.course,no,yes,no,cellular,aug,wed,4,0,no
2267,30-40,unemployed,married,university.degree,unknown,yes,no,cellular,nov,mon,1,1,no
2268,40-50,technician,divorced,professional.course,no,no,no,telephone,may,thu,1,0,no
2269,40-50,blue-collar,divorced,basic.4y,no,yes,no,telephone,jun,wed,1,0,no
2270,18-30,admin.,married,high.school,no,no,yes,cellular,nov,wed,1,1,no
2271,50+,technician,married,professional.course,no,yes,yes,cellular,aug,wed,3,0,no
2272,40-50,admin.,married,university.degree,no,no,no,cellular,aug,wed,2,1,no
2273,30-40,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,wed,3,0,no
2274,40-50,services,married,university.degree,no,unknown,unknown,cellular,jun,tue,1,1,no
2275,40-50,admin.,married,university.degree,no,no,no,cellular,nov,fri,2,0,no
2276,18-30,admin.,single,basic.6y,no,yes,no,telephone,may,fri,4,0,no
2277,18-30,management,married,university.degree,no,no,no,telephone,jun,wed,2,0,yes
2278,40-50,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,2,0,yes
2279,30-40,services,married,high.school,no,yes,no,cellular,jul,mon,6,0,no
2280,50+,blue-collar,divorced,basic.4y,unknown,yes,yes,cellular,may,mon,1,1,no
2281,30-40,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,1,0,no
2282,18-30,admin.,single,university.degree,no,no,no,telephone,aug,tue,3,0,no
2284,30-40,admin.,married,high.school,unknown,yes,no,cellular,jul,fri,1,0,no
2285,40-50,management,married,university.degree,no,no,no,cellular,sep,thu,4,3,no
2286,18-30,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1,0,no
2287,40-50,unknown,married,basic.4y,unknown,no,no,telephone,may,tue,1,0,no
2288,30-40,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1,0,no
2289,30-40,technician,married,professional.course,no,yes,no,cellular,nov,wed,2,0,no
2290,40-50,blue-collar,married,basic.4y,no,yes,yes,telephone,nov,tue,3,0,no
2291,18-30,student,single,high.school,no,yes,no,cellular,jul,tue,1,1,no
2292,50+,entrepreneur,divorced,university.degree,no,yes,no,telephone,may,mon,1,1,no
2293,30-40,student,single,high.school,unknown,yes,no,telephone,may,tue,1,0,no
2294,50+,management,married,university.degree,no,yes,no,cellular,dec,thu,3,1,no
2295,30-40,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,1,0,no
2296,30-40,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,1,1,no
2297,18-30,technician,single,professional.course,no,yes,no,telephone,jun,wed,1,0,no
2299,30-40,management,single,university.degree,no,yes,yes,cellular,apr,wed,1,0,yes
2300,30-40,self-employed,married,basic.4y,unknown,no,no,telephone,jun,thu,1,0,no
2301,30-40,student,single,university.degree,no,yes,no,telephone,jun,wed,12,0,no
2302,30-40,admin.,married,high.school,unknown,no,no,cellular,jul,mon,3,0,no
2303,30-40,technician,single,university.degree,no,yes,no,cellular,nov,mon,1,0,yes
2304,30-40,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,3,0,yes
2305,18-30,student,single,high.school,no,no,no,cellular,aug,tue,3,1,yes
2306,30-40,services,married,high.school,no,yes,no,telephone,may,wed,2,0,yes
2307,40-50,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,3,0,no
2308,30-40,admin.,single,university.degree,no,yes,no,cellular,jul,mon,8,0,no
2309,40-50,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,4,0,no
2310,50+,retired,married,university.degree,unknown,no,no,cellular,nov,wed,1,1,no
2311,40-50,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,1,0,no
2312,50+,housemaid,married,basic.4y,no,no,no,cellular,jun,mon,2,0,no
2313,40-50,services,divorced,high.school,no,no,no,cellular,jul,mon,2,0,no
2314,30-40,blue-collar,married,professional.course,no,no,yes,cellular,nov,mon,1,1,no
2315,18-30,admin.,married,university.degree,no,no,no,cellular,jul,fri,1,0,no
2316,50+,retired,divorced,high.school,no,no,no,cellular,jul,wed,1,1,no
2317,40-50,services,single,high.school,no,no,no,telephone,jun,mon,1,0,no
2318,30-40,admin.,married,high.school,no,yes,yes,telephone,jun,mon,1,0,no
2319,50+,management,married,university.degree,unknown,no,no,cellular,aug,wed,2,0,no
2320,18-30,blue-collar,single,basic.6y,no,no,no,telephone,jun,wed,2,0,no
2321,30-40,unemployed,married,university.degree,no,yes,no,telephone,jun,thu,1,0,no
2322,40-50,services,married,basic.6y,no,unknown,unknown,telephone,jun,wed,10,0,no
2323,30-40,technician,single,professional.course,no,yes,no,cellular,nov,thu,2,1,yes
2324,40-50,housemaid,married,university.degree,no,no,no,cellular,nov,mon,4,1,no
2325,30-40,admin.,single,university.degree,no,no,no,cellular,oct,wed,1,1,no
2326,40-50,admin.,single,university.degree,no,no,yes,cellular,may,mon,1,0,no
2327,30-40,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,3,0,no
2328,18-30,admin.,single,high.school,no,yes,no,cellular,jul,wed,4,0,no
2329,40-50,technician,married,university.degree,no,yes,no,cellular,aug,mon,5,0,no
2330,30-40,admin.,single,university.degree,no,no,no,cellular,jul,thu,6,0,no
2331,30-40,technician,single,professional.course,no,no,no,telephone,jul,thu,1,0,no
2332,50+,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,3,0,no
2333,40-50,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,4,0,no
2334,30-40,blue-collar,single,university.degree,no,no,no,cellular,jul,fri,3,0,no
2335,40-50,admin.,single,unknown,no,yes,yes,telephone,may,mon,3,0,yes
2336,18-30,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,2,0,no
2337,50+,blue-collar,married,basic.4y,no,yes,no,telephone,jul,thu,6,0,no
2338,30-40,self-employed,married,university.degree,no,no,no,telephone,may,tue,5,0,no
2339,40-50,technician,single,unknown,no,no,no,telephone,may,tue,4,0,no
2340,40-50,management,married,university.degree,unknown,no,no,telephone,may,mon,2,0,no
2341,40-50,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,wed,1,0,no
2342,40-50,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,4,0,no
2343,50+,services,married,university.degree,no,no,no,telephone,jun,mon,1,0,no
2344,18-30,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,2,2,no
2345,40-50,admin.,married,high.school,unknown,no,no,cellular,may,wed,2,0,no
2346,40-50,technician,married,university.degree,no,yes,no,cellular,aug,mon,4,0,no
2347,18-30,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,2,0,no
2348,30-40,blue-collar,married,basic.6y,no,yes,no,cellular,may,tue,1,1,no
2349,18-30,services,single,high.school,no,no,no,telephone,may,mon,2,0,no
2350,30-40,self-employed,single,university.degree,no,no,no,telephone,may,fri,1,0,no
2351,30-40,self-employed,single,unknown,no,no,no,cellular,jul,tue,8,0,no
2352,30-40,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,2,0,no
2353,30-40,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,1,0,no
2354,18-30,self-employed,single,unknown,no,no,no,cellular,apr,mon,2,1,no
2355,18-30,admin.,single,university.degree,no,no,no,telephone,jul,wed,5,0,no
2356,50+,retired,married,basic.4y,no,no,no,telephone,may,wed,2,0,no
2357,30-40,blue-collar,married,basic.6y,no,no,no,telephone,may,thu,9,0,no
2358,30-40,admin.,married,high.school,no,yes,no,telephone,nov,fri,1,0,no
2359,18-30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,1,0,yes
2360,40-50,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,6,0,no
2361,30-40,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,1,0,no
2362,30-40,technician,single,university.degree,no,yes,no,cellular,may,mon,2,0,no
2363,40-50,services,divorced,basic.9y,no,unknown,unknown,cellular,may,thu,7,0,no
2365,30-40,blue-collar,single,basic.4y,no,no,no,cellular,may,thu,1,0,no
2366,50+,technician,married,professional.course,no,yes,yes,cellular,sep,mon,1,1,yes
2367,40-50,technician,married,university.degree,no,no,no,cellular,aug,fri,1,0,no
2368,40-50,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,fri,3,2,no
2369,18-30,technician,single,professional.course,no,yes,no,cellular,aug,wed,2,0,no
2370,30-40,management,married,high.school,no,no,no,telephone,jun,tue,1,0,no
2371,50+,unemployed,married,university.degree,no,no,no,cellular,nov,fri,1,1,no
2372,40-50,blue-collar,single,professional.course,no,no,no,cellular,oct,tue,2,0,no
2373,18-30,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,3,1,yes
2374,40-50,admin.,married,university.degree,no,no,no,cellular,aug,wed,5,0,no
2375,18-30,technician,married,high.school,no,yes,no,telephone,may,fri,2,0,no
2376,30-40,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,0,no
2377,30-40,admin.,single,university.degree,no,yes,no,cellular,aug,tue,2,0,no
2378,18-30,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,1,0,no
2379,50+,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,3,0,no
2380,50+,technician,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,1,0,no
2381,18-30,blue-collar,single,professional.course,no,yes,no,cellular,may,fri,3,1,no
2382,40-50,technician,married,professional.course,no,yes,no,telephone,may,fri,2,0,yes
2383,18-30,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,0,yes
2384,30-40,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,3,0,no
2385,40-50,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,1,0,no
2386,18-30,blue-collar,single,unknown,no,unknown,unknown,cellular,jul,tue,4,0,no
2387,18-30,technician,divorced,professional.course,no,no,no,cellular,apr,fri,1,1,no
2388,30-40,technician,married,high.school,no,no,no,telephone,may,wed,3,0,no
2389,40-50,technician,married,university.degree,unknown,no,no,telephone,jun,tue,1,0,no
2390,30-40,admin.,married,high.school,no,no,no,cellular,may,mon,3,0,no
2392,50+,management,married,university.degree,no,no,no,cellular,aug,mon,2,0,no
2393,50+,retired,married,basic.9y,no,yes,no,cellular,jul,thu,1,0,no
2394,50+,technician,married,professional.course,no,yes,no,cellular,nov,tue,2,0,no
2396,40-50,admin.,married,basic.9y,unknown,no,no,telephone,may,thu,3,0,no
2397,30-40,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,5,0,no
2398,18-30,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,3,0,no
2399,18-30,admin.,single,high.school,no,no,no,cellular,aug,fri,1,0,no
2400,50+,retired,married,professional.course,no,yes,no,telephone,jun,tue,8,0,no
2401,18-30,admin.,single,high.school,unknown,yes,no,cellular,jul,fri,2,0,no
2402,18-30,admin.,married,high.school,no,no,no,telephone,may,fri,1,0,no
2404,30-40,admin.,married,university.degree,no,no,yes,cellular,aug,tue,3,0,no
2405,18-30,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1,0,no
2406,18-30,technician,single,university.degree,no,no,no,cellular,oct,wed,1,0,no
2407,50+,entrepreneur,married,high.school,no,no,no,cellular,sep,mon,1,2,no
2408,40-50,management,married,university.degree,no,no,no,telephone,may,wed,2,0,no
2409,30-40,admin.,married,university.degree,no,yes,yes,cellular,sep,tue,2,0,no
2410,30-40,self-employed,divorced,basic.9y,no,yes,no,telephone,may,tue,1,0,no
2411,30-40,blue-collar,single,high.school,no,no,no,cellular,jul,mon,6,0,no
2412,30-40,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,1,0,yes
2413,30-40,management,married,university.degree,no,yes,no,cellular,aug,thu,4,0,no
2414,18-30,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,2,0,no
2415,50+,management,married,university.degree,no,yes,no,cellular,jul,mon,1,0,no
2416,40-50,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,3,0,no
2417,50+,self-employed,married,basic.4y,unknown,unknown,unknown,cellular,aug,thu,5,0,no
2418,50+,management,married,university.degree,unknown,yes,no,telephone,may,tue,1,0,no
2419,30-40,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,3,0,no
2420,30-40,technician,single,professional.course,no,no,no,cellular,jul,thu,4,0,no
2421,50+,retired,married,professional.course,no,no,no,cellular,aug,tue,2,0,no
2422,30-40,admin.,married,university.degree,no,no,no,telephone,may,thu,2,0,no
2423,40-50,blue-collar,married,basic.9y,no,yes,no,telephone,aug,fri,2,0,no
2424,30-40,technician,married,university.degree,no,no,no,telephone,nov,mon,4,0,no
2425,40-50,self-employed,married,basic.4y,unknown,yes,no,cellular,aug,mon,1,0,no
2426,30-40,services,married,high.school,unknown,yes,no,telephone,jun,mon,7,0,no
2427,30-40,admin.,single,university.degree,unknown,no,no,telephone,jun,thu,16,0,no
2428,40-50,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,1,2,no
2429,50+,management,married,university.degree,no,yes,no,cellular,aug,thu,1,0,no
2430,18-30,admin.,single,high.school,no,no,no,telephone,may,fri,2,0,yes
2431,30-40,admin.,single,university.degree,no,no,no,cellular,sep,fri,3,2,yes
2432,40-50,technician,married,university.degree,unknown,yes,yes,cellular,apr,thu,1,0,no
2433,40-50,technician,married,professional.course,no,unknown,unknown,cellular,jun,tue,1,3,yes
2434,18-30,blue-collar,married,basic.9y,no,yes,no,telephone,jun,wed,1,0,no
2435,30-40,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,1,0,yes
2436,40-50,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,1,0,no
2437,30-40,technician,married,high.school,no,no,no,cellular,aug,mon,2,0,no
2438,30-40,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,fri,4,0,no
2439,50+,retired,divorced,professional.course,no,no,no,cellular,jul,tue,2,0,no
2440,50+,self-employed,married,university.degree,no,no,yes,cellular,jul,thu,2,0,yes
2441,30-40,housemaid,married,university.degree,no,no,no,telephone,jun,mon,5,0,no
2442,30-40,admin.,married,high.school,no,no,no,cellular,may,thu,2,1,no
2443,50+,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,3,0,no
2444,40-50,self-employed,married,professional.course,unknown,unknown,unknown,cellular,may,fri,1,0,no
2445,30-40,admin.,married,high.school,no,yes,no,cellular,jul,wed,1,0,no
2446,30-40,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,0,no
2447,30-40,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,1,0,no
2448,30-40,management,married,unknown,no,yes,no,telephone,jun,fri,1,0,no
2449,50+,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,2,0,yes
2450,40-50,admin.,married,university.degree,no,yes,no,telephone,jun,thu,1,0,no
2451,40-50,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,fri,1,0,no
2452,40-50,admin.,married,basic.6y,unknown,yes,no,cellular,apr,thu,2,1,no
2453,40-50,management,married,basic.6y,no,yes,yes,cellular,mar,thu,1,0,no
2454,30-40,admin.,married,high.school,no,no,no,cellular,nov,wed,1,0,no
2455,30-40,technician,married,professional.course,no,yes,yes,cellular,mar,thu,2,0,yes
2456,50+,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1,0,no
2457,40-50,management,divorced,university.degree,no,yes,yes,cellular,aug,tue,1,0,no
2458,50+,admin.,married,university.degree,no,no,no,telephone,jun,mon,3,0,no
2459,50+,unemployed,married,university.degree,no,yes,no,cellular,nov,thu,2,0,no
2461,40-50,admin.,married,basic.4y,unknown,yes,no,cellular,aug,tue,1,0,no
2462,18-30,blue-collar,single,high.school,no,yes,yes,cellular,may,wed,1,0,no
2463,40-50,blue-collar,married,unknown,no,no,no,telephone,may,tue,1,0,no
2464,40-50,technician,married,professional.course,no,no,no,telephone,jun,thu,1,0,no
2465,40-50,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,3,0,no
2466,30-40,blue-collar,married,basic.9y,no,no,no,telephone,nov,thu,2,1,no
2467,30-40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,2,0,no
2468,50+,entrepreneur,single,unknown,unknown,no,no,telephone,jul,wed,1,0,yes
2469,18-30,services,single,high.school,no,no,no,cellular,may,mon,2,0,no
2470,18-30,management,single,university.degree,unknown,yes,no,cellular,jul,wed,1,0,no
2471,30-40,technician,single,professional.course,no,yes,no,cellular,nov,fri,1,1,no
2472,18-30,self-employed,married,basic.6y,unknown,yes,no,telephone,may,tue,1,0,no
2473,50+,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,1,0,no
2474,30-40,technician,married,university.degree,no,no,no,cellular,aug,fri,3,0,no
2475,40-50,technician,single,professional.course,no,yes,no,cellular,may,tue,2,1,no
2476,30-40,technician,married,professional.course,no,no,no,telephone,may,fri,2,0,no
2477,18-30,admin.,married,university.degree,no,no,no,cellular,aug,mon,7,0,no
2478,40-50,technician,married,professional.course,no,yes,no,cellular,nov,tue,3,1,no
2479,30-40,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,8,0,no
2480,30-40,admin.,single,university.degree,no,yes,no,telephone,oct,thu,3,2,yes
2481,18-30,management,divorced,university.degree,no,no,yes,telephone,may,fri,4,0,no
2482,40-50,admin.,single,university.degree,no,no,no,cellular,aug,thu,1,0,no
2483,30-40,services,married,professional.course,no,yes,no,cellular,may,tue,3,1,no
2484,40-50,management,married,university.degree,unknown,yes,no,telephone,jul,mon,12,0,no
2485,40-50,technician,married,high.school,no,yes,no,telephone,jun,fri,24,0,no
2486,50+,blue-collar,married,professional.course,no,no,no,telephone,may,tue,3,0,no
2488,30-40,services,married,high.school,no,yes,no,cellular,may,thu,2,3,yes
2489,50+,admin.,married,unknown,no,no,no,cellular,aug,thu,1,0,no
2490,18-30,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,4,0,no
2491,30-40,blue-collar,single,professional.course,no,yes,no,cellular,jul,thu,1,0,no
2492,18-30,services,married,high.school,no,no,no,telephone,may,fri,2,0,no
2493,30-40,admin.,married,high.school,no,no,no,cellular,may,wed,1,0,no
2494,30-40,admin.,married,high.school,no,no,no,telephone,may,tue,2,0,no
2495,50+,blue-collar,divorced,basic.4y,unknown,no,no,cellular,jul,wed,3,0,no
2496,18-30,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,2,0,no
2497,30-40,management,married,university.degree,no,no,no,telephone,jun,thu,1,0,no
2498,50+,services,married,high.school,unknown,no,yes,telephone,may,fri,3,0,no
2499,40-50,technician,married,high.school,no,yes,yes,cellular,aug,fri,2,0,no
2500,40-50,admin.,married,high.school,no,no,no,cellular,may,fri,2,1,no
2501,50+,admin.,married,university.degree,no,no,no,telephone,oct,tue,1,0,yes
2502,50+,services,married,high.school,no,yes,no,cellular,aug,tue,5,0,no
2503,30-40,technician,divorced,professional.course,no,no,no,cellular,aug,tue,4,0,no
2504,40-50,services,married,high.school,no,yes,no,telephone,jun,fri,3,0,no
2505,30-40,management,married,university.degree,no,yes,no,cellular,nov,mon,1,0,no
2506,30-40,technician,married,professional.course,no,no,no,cellular,aug,fri,3,0,no
2507,30-40,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,2,0,no
2508,50+,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,2,0,yes
2509,50+,unemployed,divorced,high.school,no,yes,no,telephone,may,wed,1,0,no
2510,40-50,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,6,0,no
2511,40-50,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,2,0,no
2512,50+,admin.,married,university.degree,unknown,no,no,telephone,may,fri,4,0,no
2513,40-50,management,married,university.degree,no,yes,no,cellular,oct,wed,1,1,yes
2514,50+,admin.,married,high.school,no,no,no,telephone,mar,mon,2,0,yes
2515,18-30,services,single,high.school,no,no,no,cellular,jul,thu,3,0,yes
2516,30-40,admin.,single,high.school,no,no,no,cellular,oct,mon,1,0,no
2517,40-50,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,2,1,no
2518,50+,housemaid,married,professional.course,no,no,no,telephone,oct,mon,2,0,no
2519,50+,technician,divorced,university.degree,no,no,yes,telephone,jun,tue,1,0,no
2520,30-40,admin.,single,high.school,no,no,no,cellular,nov,fri,1,0,no
2521,50+,admin.,married,university.degree,no,yes,no,cellular,jul,thu,1,0,no
2522,30-40,admin.,single,basic.4y,unknown,no,no,telephone,may,mon,3,0,no
2523,40-50,technician,single,university.degree,no,yes,no,telephone,apr,fri,1,0,yes
2524,18-30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,1,2,no
2526,30-40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,3,1,no
2527,40-50,blue-collar,single,high.school,unknown,yes,no,cellular,may,mon,7,0,no
2528,40-50,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,1,0,yes
2529,40-50,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,4,0,no
2530,30-40,entrepreneur,single,university.degree,no,no,no,cellular,nov,thu,3,0,no
2531,30-40,technician,married,university.degree,no,yes,yes,cellular,may,fri,2,0,no
2532,50+,blue-collar,unknown,basic.4y,no,no,no,cellular,apr,fri,1,0,no
2533,40-50,technician,married,professional.course,no,no,no,cellular,may,mon,1,0,yes
2534,50+,admin.,divorced,university.degree,no,no,no,telephone,nov,wed,1,0,no
2535,40-50,technician,married,professional.course,unknown,no,no,telephone,may,fri,6,0,no
2536,30-40,technician,married,university.degree,no,yes,yes,cellular,may,mon,1,0,no
2537,50+,services,married,high.school,no,no,no,telephone,may,wed,1,0,no
2538,50+,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,2,0,no
2539,30-40,blue-collar,married,basic.9y,no,unknown,unknown,cellular,nov,tue,1,0,no
2540,30-40,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,1,no
2541,30-40,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,4,0,no
2542,40-50,admin.,married,basic.6y,no,no,no,cellular,apr,fri,2,1,yes
2543,18-30,unknown,married,professional.course,no,no,no,cellular,may,mon,1,0,no
2544,18-30,technician,single,professional.course,no,yes,no,cellular,aug,wed,3,0,no
2545,30-40,services,single,high.school,no,yes,no,telephone,may,tue,9,0,no
2546,50+,services,married,basic.9y,no,yes,no,telephone,jul,tue,2,0,no
2547,30-40,services,unknown,high.school,no,yes,yes,cellular,may,tue,2,1,no
2548,18-30,admin.,single,university.degree,no,yes,no,cellular,may,fri,4,1,no
2549,18-30,entrepreneur,single,university.degree,no,no,no,telephone,jun,wed,1,0,no
2550,40-50,admin.,married,university.degree,no,yes,no,cellular,nov,fri,4,0,no
2551,50+,retired,married,high.school,no,yes,yes,cellular,jul,fri,2,0,yes
2552,30-40,services,single,high.school,no,no,no,cellular,jul,thu,35,0,no
2553,30-40,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,3,0,no
2554,40-50,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,6,1,no
2555,30-40,management,single,university.degree,no,no,no,cellular,may,tue,1,1,no
2556,50+,retired,married,university.degree,no,yes,no,telephone,may,tue,1,0,no
2557,30-40,blue-collar,single,professional.course,no,no,no,cellular,aug,wed,3,0,no
2558,50+,self-employed,single,basic.4y,unknown,yes,no,telephone,may,thu,1,0,no
2559,30-40,admin.,single,university.degree,no,no,yes,cellular,aug,fri,3,0,no
2560,40-50,services,married,high.school,no,no,yes,telephone,may,tue,1,0,no
2561,30-40,blue-collar,single,unknown,no,no,no,cellular,mar,fri,2,0,no
2562,40-50,admin.,married,university.degree,no,no,no,cellular,nov,tue,1,1,no
2563,18-30,admin.,single,high.school,no,yes,no,telephone,jun,wed,3,0,no
2564,30-40,services,married,high.school,no,no,yes,cellular,jul,thu,1,0,no
2565,30-40,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,1,0,no
2566,30-40,technician,single,university.degree,no,no,no,cellular,nov,tue,1,1,no
2567,18-30,technician,married,professional.course,no,no,no,telephone,may,tue,1,0,no
2568,50+,admin.,married,university.degree,no,yes,no,cellular,jul,thu,10,0,no
2569,30-40,management,married,university.degree,no,no,no,cellular,may,fri,1,0,no
2570,40-50,admin.,single,university.degree,no,yes,no,cellular,nov,wed,2,0,no
2571,30-40,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,0,yes
2572,18-30,self-employed,married,university.degree,no,yes,no,telephone,sep,mon,2,0,no
2573,50+,retired,divorced,basic.4y,unknown,yes,yes,telephone,jun,thu,2,0,no
2574,30-40,services,divorced,high.school,no,no,no,cellular,may,fri,1,0,no
2575,50+,blue-collar,married,basic.4y,no,yes,no,cellular,nov,tue,2,1,no
2576,30-40,technician,married,professional.course,no,no,no,telephone,jun,thu,1,0,no
2577,40-50,technician,divorced,high.school,no,yes,no,cellular,aug,wed,5,0,no
2578,50+,admin.,married,unknown,no,yes,no,cellular,dec,wed,2,0,yes
2579,18-30,admin.,married,university.degree,no,yes,no,cellular,aug,mon,3,1,no
2580,50+,admin.,married,university.degree,unknown,yes,no,cellular,jun,wed,2,0,yes
2581,30-40,admin.,married,university.degree,no,yes,no,cellular,may,tue,1,1,yes
2582,30-40,technician,married,professional.course,no,no,no,telephone,jun,wed,9,0,no
2583,50+,services,married,basic.9y,unknown,yes,no,telephone,jun,fri,4,0,no
2584,30-40,blue-collar,married,unknown,no,no,no,telephone,may,wed,2,0,no
